4420932	ملکی طرز کی پسلیاں ایک گوشت دار کٹ ہوتی ہیں جو پسلی سے زیادہ سور کے گوشت کی طرح ہوتی ہیں۔
4420932	انہیں یا تو "سلیب" کے طور پر یا انفرادی طور پر فروخت کیا جاتا ہے۔
4420932	ایسا لگتا ہے کہ انفرادی ٹکڑے زیادہ عام ہیں۔
4420933	سور کا گوشت پسلی کا روسٹ سور کا گوشت ہے جو کھڑے گائے کے گوشت کے پسلی کے روسٹ یا بھیڑ کے ریک کے برابر ہے۔
4420933	آپ نے سور کے گوشت کے اس کٹے ہوئے حصے کو سور کے گوشت کے تاج کے روسٹ کے طور پر دیکھا ہوگا، جو سور کے گوشت کی پسلی کا روسٹ ہے جسے دائرے میں تبدیل کر کے باندھ دیا جاتا ہے۔
4420933	یہ کٹ ایک شو روکنے والا، خوبصورت ڈنر بناتا ہے۔
4420934	لہذا کتابوں کے تراشے ہوئے سائز کو تبدیل کرنا اس بات کی علامت ہے کہ یہ زیادہ بڑی ہو چکی ہے اور کتابوں کو دوسرے ابتدائی قارئین کے ساتھ فٹ ہونے دیتی ہے۔ "
4420934	یہ اصلاحاتی پروگرام اگلے جنوری میں جاری رہے گا، جب ہولٹ پانڈا بیئر اور بیبی بیئر کے مائی فرسٹ ریڈر ایڈیشن جاری کرے گا۔
4420934	مائی فرسٹ ریڈرز میں تعارف اور اضافی مواد شامل ہے جو لورا روب نے تخلیق کیا ہے، جو ایک ماہر تعلیم اور پڑھنے کی ماہر ہے جسے گوڈون نوٹ کرتا ہے کہ وہ کئی سالوں سے مارٹن کی ساتھی تھی۔
4420935	1 لکھنا: بڑے بچے اپنے رنگین صفحات کے نچلے حصے میں رنگ اور جانور لکھ سکتے ہیں (مثلا: پولر بیئر)۔
4420935	2 یا، ان چھوٹے بچوں کے لیے جو پڑھنا شروع کر رہے ہیں لیکن ابھی لکھ نہیں سکتے، ایک بالغ سے ہر جانور کو کاغذ کی ایک پرچی پر لکھنے کو کہیں۔
4420936	تمام دستیاب فارمیٹس اور ایڈیشن دیکھیں۔
4420936	ایک بڑا خوش مینڈک، ایک موٹی جامنی بلی، ایک خوبصورت نیلا گھوڑا، اور ایک نرم پیلے رنگ کی ڈک-یہ سب اس دلکش کتاب کے صفحات پر پریڈ کرتے ہیں۔
4420936	بچے فوری طور پر ایرک کارل کے فلیٹ، دلیری سے رنگین کولاجز کا جواب دیں گے۔
4420937	1 رنگ کی پہچان: چھوٹے بچوں کے لیے، آپ میموری کے بجائے رنگ کی شناخت پر توجہ مرکوز کرتے ہوئے ان کی تھوڑی زیادہ رہنمائی کرنا چاہیں گے۔
4420937	2 انہیں مختلف قسم کے کریون دیں اور انہیں ریچھ کو بھورا، پرندے کو سرخ وغیرہ رنگنے کی ہدایت دیں۔
4420937	3 جانوروں کی آوازیں: جیسے ہی آپ تصاویر کو رنگتے ہیں، ہر جانور کے بارے میں بات کریں۔
4420938	ہنری ہولٹ بکس فار ینگ ریڈرز کی وی-پی اور ناشر لورا گوڈون کا کہنا ہے کہ یہ بات بالکل سمجھ میں آتی ہے کہ مارٹن، ایک سابق استاد جس کا 2004 میں انتقال ہوا، نے ابتدائی طور پر براؤن بیئر کو ایک ابتدائی قاری کے طور پر لکھا تھا۔
4420939	1 آپ جانوروں کی پریڈ کر سکتے ہیں... 2 بچوں کو کہانی میں مذکور ترتیب کے مطابق ترتیب دیں اور انہیں اپنی کٹھ پتلی لہراتے ہوئے کمرے کے گرد چکر لگانے دیں۔
4420939	3 جانوروں کی آوازیں: جیسے ہی آپ تصاویر کو رنگتے ہیں، ہر جانور کے بارے میں بات کریں۔
4420940	اس ایڈیشن کی فروخت میں اضافہ ہوا، اور اس کے بعد سیریز کی تصویری کتابیں-قطبی ریچھ، قطبی ریچھ، آپ کیا سنتے ہیں؟
4420940	، پانڈا ریچھ، پانڈا ریچھ آپ کیا دیکھتے ہیں؟
4420940	، اور بیبی بیئر، بیبی بیئر، آپ کیا دیکھتے ہیں؟
4420940	۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔
4420941	وہ کہتی ہیں، "بل ایرک کے بارے میں کچھ نہیں جانتا تھا، لیکن وہ جانتا تھا کہ وہ فن اس سے کیا کہتا ہے۔"
4420941	اس نے اپنی جبلت پر بھروسہ کیا اور اپنے آپ سے کہا، 'یہ میرا لڑکا ہے۔'
